一个	yige
冒然	mcrji
辽金	lnjb
边贸	bmmc
辑录	jilue
几欲	jiyuuuo
轴瓦	zzwa
切掉	qpdn
割草	gecc
足印	zuybi
募款	mukr
十层	sicgea
变细	bmxio
裤袋	kuddo
裤头	kutzo
四折	sizeie
因循	ybxyi
囿于	yzyui
圣君	sgjy
地脚	dijneu
蚕蛹	cjys
夜长	yechou
天京	tmjkeo
芝兰	zilj
姨太	yitda
老花	lchxee
羽扇	yusja
川军	crjyu
巩膜	gsmo
布设	buseeo
幻听	hrtk
底限	dixmo
引航	ybhha
强电	qldma
归到	gvdcie
纠偏	jqpm
心痒	xbyho
惯有	gryz
突遇	tuyu
空明	ksmko
离情	liqko
神甫	sffuo
打眼	dayjei
扩音	koyb
礼义	liyioou
抄手	ccsze
抗敌	khdi
护持	hucie
拼读	pbdue
挪开	nokd
掩住	yjzue
斗拱	dzgs
料斗	lndz
既非	jifwa
易读	yidui
枯水	kusve
特强	teql
样例	yhli
死忠	sizsei
烧杯	scbw
烟具	yjju
民智	mbziau
面巾纸	mjzei
赛马场	smco
第几个	djgu
聚居地	jjdea
放寒假	fhjo
洪泽湖	hzho
掌中宝	zzbii
抛媚眼	pmye
刘伯温	lbwou
家属区	jsqoa
亲友团	qytoe
中译本	zybi
不做声	bzseui
三分线	sfxeu
收放自如	sfzr
实验报告	sybg
大陆法系	dlfxe
向来都是	xldsu
名符其实	mfqsu
卡布奇诺	kbqn
到处可见	dckj
军事科学	jskx
买方市场	mfsca
乍暖还寒	znhh
正月初一	zycye
松一口气	sykq
一九九七	yjjqe
常任理事国	crlg
人民代表大会制度	rmdd
帮助	bhzue
花芽	hxya
前肢	qmzioua
章太炎	ztyo
电话铃	dhli
相对性	xdxea
按劳分配	vlfp
配器	pwqie
通判	tspj
秉公	bkgs
奖罚	jlfao
账簿	zhbu
等次	dgci
换用	hrys
抵赖	dild
公推	gstv
敢干	gjgj
庭上	tksh
整肃	zgsuea
周详	zzxlu
钢印	ghyb
飞旋	fwxr
须发	xufa
变短	bmdr
边儿	bmvr
忘本	whbf
票友	pnyz
偏西	pmxi
门房	mffh
昭雪	zcxti
逼走	bizz
完稿	wjgc
忠魂	zshyi
宛然	wjrj
烟嘴	yjzv
壕沟	hcgze
赶工	gjgse
讹诈	veza
腰子	ycziu
颓败	tvbd
恨透	hftz
戏班	xibj
同岁	tssvi
练拳	lmqr
小项	xnxlie
公愤	gsffu
吻痕	wfhf
这堆	zedvo
起事	qisieei
发式	fasiae
诸般	zubjo
该当	gddho
委身	wwsfu
油亮	yzllo
暗指	vjziie
渔歌	yugeo
塔尖	tajm
负气	fuqiuu
险地	xmdia
逢迎	fgyku
天堑	tmqmee
苟活	gzhoe
劝降	qrxla
壁橱	bicua
暴毙	bcbii
跑堂	pcthi
古物	guwue
揍了	zzlee
照理	zclii
下田	xxtme
供品	gspbu
抛去	pcque
船尾	crwwua
方巾	fhjbo
余粮	yulluo
望风	whfg
置放	zifhi
水势	svsiie
祝酒	zujqo
相异	xlyiea
恶露	velu
便士	bmsiu
胜境	sgjkuei
奔雷	bflw
注满	zumj
总揽	zsljo
射去	sequue
俗名	sumku
腋毛	yemcu
夹到	jxdcee
纱帽	samc
芦笙	lusg
上界	shjpii
钱眼	qmyjui
四开	sikdi
原主	yrzueo
贪生	tjsg
和了	hule
他处	tacuu
除数	cusua
不克	bukee
锥体	zvti
马蜂	mafga
方便性	fbxou
加进去	jjqae
无敌手	wdseu
审判庭	spto
双人舞	srwa
出生率	cslau
社交圈	sjqo
反间谍	fjduo
出版界	cbja
赶时髦	gsmei
丰富性	ffxe
大一统	dytee
安全门	vqmou
说笑话	sxhou
兴宁市	xnsoo
明光市	mgsii
通胀率	tzla
三岔口	scke
核物理	hwleu
阶下囚	jxqa
内华达	nhdi
红眼病	hyba
榻榻米	ttme
赞美诗	zmsuo
三位数	swseu
基本点	jbdee
矮个子	vgzuu
皮影戏	pyxa
金属板	jsbu
变异性	byxoa
地板革	dbgeei
别提了	btli
色迷迷	smmu
战国策	zgciia
浮士德	fsdo
预算外	yswa
比丘尼	bqne
兴师问罪	xswz
洲际导弹	zjddo
民事权利	msql
黄牌警告	hpjg
孜孜以求	zzyq
捷足先登	jzxd
美籍华人	mjhr
违法乱纪	wflj
鳞次栉比	lczb
毛遂自荐	mszj
真抓实干	zzsg
压倒一切	ydyq
新春佳节	xcjj
空头支票	ktzp
临危受命	lwsm
几何图形	jhtx
充耳不闻	cvbw
家长里短	jcld
黑白分明	hbfm
摩擦系数	mcxs
杀身之祸	sszhu
一盘散沙	ypss
一语道破	yydp
连根拔起	lgbq
如临大敌	rldd
人迹罕至	rjhzu
加德满都	jdmd
花开花谢	hkhxee
心悦诚服	xycf
如梦初醒	rmcx
赤手空拳	cskq
动手动脚	dsdjeue
深山老林	ssllo
先见之明	xjzm
省油的灯	syddi
歪歪扭扭	wwnne
暗了下来	vlxl
磨磨蹭蹭	mmcco
百元大钞	bydc
帝王将相	dwjxo
读者文摘	dzwz
自杀未遂	zsws
供认不讳	grbh
圆桌会议	yzhyi
前仆后继	qphj
一口咬定	ykyd
错失良机	cslj
自惭形秽	zcxh
一笑了之	yxlz
达官贵人	dggre
闻风丧胆	wfsd
国泰民安	gtmv
涛声依旧	tsyjoe
原始积累	ysjle
调虎离山	dhlso
一一对应	yydye
何乐而不为	hlvw
人生地不熟	rsdsu
杀人不见血	srbx
龟兹	qqci
鸭头	yatzi
万倍	wjbwe
颛顼	zrxui
颁给	bjgw
两回	llhve
主音	zuyboo
买价	mdjxa
交与	jnyuo
交工	jngso
铁管	tpgr
铁片	tppmu
酯化	zihxe
酒神	jqsf
休渔	xqyuu
假劣	jxlp
入画	ruhxue
连台	lmtde
公卿	gsqku
波黑	bohw
公所	gssou
溪河	xihe
内侍	nwsiiu
冲毁	cshvo
冷媒	lgmw
分栏	fflju
车座	cezo
洽购	qxgzo
卖药	mdyce
发愤	faffa
试音	siybo
各尽	gejb
清醇	qkcyoe
后周	hzzzu
含恨	hjhf
浸淫	jbybo
喜力	xilie
蒸蛋	zgdj
混饭	hyfj
若与	royue
天车	tmce
太妹	tdmwea
学道	xtdcoo
胡涂	hutu
对仗	dvzhau
耐碱	ndjm
崩解	bgjp
嵇康	jikh
编年	bmnm
底端	didro
开矿	kdkl
纯良	cylla
约谈	yttja
糟透	zctzo
精魂	jkhyo
惊弓	jkgso
慢咽	mjyjoi
戾气	liqiou
护佑	huyzeu
推后	tvhze
操蛋	ccdje
直跳	zitnei
盯紧	dkjbi
旋翼	xryio
田七	tmqii
珠玉	zuyuee
李贺	lihee
梭罗	solo
次长	cizh
煎药	jmyco
比干	bigje
烤熟	kcsu
炖鸡	dyjio
阿罗汉	vlha
苏伊士	syseu
航空港	hkguo
经济林	jjla
联席会	lxheo
洗面奶	xmno
双性恋	sxla
圆柱体	yzti
星期几	xqji
傅作义	fzyuui
亏损额	ksve
咿咿呀呀	yyyyii
博尔赫斯	bvhs
闲庭信步	xtxb
不可挽回	bkwh
末代皇帝	mdhde
法国大革命	fgdmo
反其道而行	fqdx
国际关系学院	gjgyi
长波	chbo
内省	nwxk
落叶松	lysei
宇宙飞船	yzfc
柴可夫斯基	ckfj
黏性	nmxku
差等	cadg
轮训	lyxy
闭卷	bijr
掉转	dnzre
总政	zszgo
黑底	hwdi
号啕	hctci
门球	mfqq
困窘	kyjsi
超员	ccyre
保藏	bcchu
有缺	yzqt
欠妥	qmto
确证	qtzg
胶鞋	jnxpu
疏密	sumia
卧病	wobk
酥软	surr
亏空	kvks
小官	xngr
父兄	fuxs
装懂	zlds
戎马	rsma
稀松	xiss
策反	cefj
求取	qqqu
顺气	syqi
免俗	mmsuu
木片	mupm
掉价	dnjxe
茶饭	cafj
貌相	mcxl
硬块	ykkk
清炖	qkdy
冷敷	lgfu
米醋	micu
褥子	ruzio
铁环	tphr
英魂	ykhy
便车	bmceu
奔丧	bfsh
胡琴	huqb
棉裤	mmku
草房	ccfhe
痛觉	tsjn
自吹	zicv
胖墩	phdy
糟糠	zckh
扎针	zazf
信札	xbza
揭底	jpdieo
掺假	cjjxe
洗尘	xicfo
就势	jqsio
私交	sijnu
银器	ybqiu
退开	tvkda
十成	sicgeeu
之害	zihdo
腰际	ycjiu
唠嗑	lcke
政论	zglye
犹自	yzziu
谱系	puxio
发臭	facza
砍头	kjtze
满员	mjyroi
酒保	jqbc
祸事	hosioei
容人	rsrfo
印鉴	ybjmu
变节	bmjpoe
违犯	wwfje
相顾	xlguee
小鞋	xnxpie
没影	mwykoi
遗照	yizci
相乘	xlcgeu
极刑	jixkee
山窝	sjwoi
妙算	mnsr
火险	hoxmoa
老好人	lhre
写字板	xzboo
软科学	rkxe
花椰菜	hyce
台湾岛	twda
弄潮儿	ncve
溶解性	rjxo
帕米尔	pmvi
温柔乡	wrxo
吴承恩	wcvi
平型关	pxge
平板车	pbcee
吃软饭	crfi
复印件	fyjuu
在野党	zydeia
静脉炎	jmyeu
性科学	xkxo
程序性	cxxuo
筹委会	cwhu
金鸡奖	jjju
宣传队	xcdou
绣花鞋	xhxa
不人道	brde
装甲兵	zjboi
悬浮物	xfwio
合唱队	hcdui
镇静剂	zjjuee
拦不住	lbzee
客套话	ktho
演讲者	yjzoo
工程兵	gcbeu
落地灯	lddeei
渗透压	styo
接地线	jdxee
革委会	gwheu
小点心	xdxii
黑势力	hslie
共同社	gtsei
潜江市	qjsoo
外耳道	wvdu
高安市	gvsoo
比不了	bblee
理想国	lxge
满满地	mmdooo
天平座	tpzee
大笔的	dbdeu
收容所	srsa
跟上来	gslii
战略家	zljii
月季花	yjhuu
戏剧家	xjja
一世纪	ysjeei
随机性	sjxae
凤城市	fcsue
凌源市	lysooo
葡萄胎	pttee
回归祖国	hgzg
美国之音	mgzy
旷日持久	krcj
跟踪调查	gzdc
投其所好	tqsh
西班牙文	xbyw
视死如归	ssrg
奋发图强	fftq
身先士卒	sxsz
公安人员	gvry
围追堵截	wzdj
冥思苦想	mskx
亦步亦趋	ybyqo
红男绿女	hnln
最低温度	zdwdi
精神恍惚	jshh
对簿公堂	dbgt
入木三分	rmsf
双目失明	smsma
跋山涉水	bsss
垂涎欲滴	cxyd
昏天黑地	hthd
唇枪舌剑	cqsj
乏善可陈	fskc
嬉笑怒骂	xxnma
三番五次	sfwc
反面教材	fmjc
笑逐颜开	xzyk
忽明忽暗	hmhv
素面朝天	smct
死不瞑目	sbmm
头晕眼花	tyyh
真人真事	zrzs
五音不全	wybq
胆大包天	ddbt
风雨交加	fyjj
一笑置之	yxzz
同父异母	tfym
神来之笔	slzb
完美无瑕	wmwxo
童心未泯	txwm
土耳其人	tvqr
白驹过隙	bjgx
表面张力	bmzle
风轻云淡	fqyd
粗制滥造	czlzo
信口开河	xkkh
中庸之道	zyzd
阳春白雪	ycbxa
百看不厌	bkbye
搔首弄姿	ssnz
功名利禄	gmlle
追悔莫及	zhmj
不能自已	bnzye
叮叮当当	ddddii
存在主义	czzy
高耸入云	gsry
龙凤呈祥	lfcx
一墙之隔	yqzg
非典型肺炎	fdxy
天时地利人和	tsdh
水纹	svwfia
水经	svjkia
鸣响	mkxli
鸟窝	nnwo
灵塔	lktaa
霸者	bazee
雷鸟	lwnn
雅黑	yahw
主调	zudn
久旱	jqhj
闹哄	nchs
也须	yexua
仆射	puse
任内	rfnw
油膏	yzgc
郑国	zggoo
低唱	dichu
修眉	xqmwu
僵住	jlzuu
六经	lqjko
养人	yhrfo
运单	yydj
冰刀	bkdcoa
载满	zdmje
跟去	gfqu
浅绿	qmlv
豪猪	hczu
豆渣	dzzae
只闻	ziwfio
土狗	tugz
虫蛀	cszui
薪火	xbhoe
外壁	wdbiu
外院	wdyrua
大寒	dahjeoo
混熟	hysuo
妖星	ycxka
腐熟	fusuoo
官厅	grtko
耳蜗	vrwoe
少佐	sczoi
美苏	mwsuo
师友	siyzieu
御赐	yuciui
精耕	jkgg
笔端	bidru
竹楼	zulzu
窗花	clhx
慢火	mjhoo
移走	yizzu
手举	szjuu
福柯	fukeo
攀援	pjyr
相求	xlqq
斜靠	xpkc
斩妖	zjyc
新雨	xbyuoe
画纸	hxziea
画儿	hxvre
最上	zvshi
本岛	bfdc
极值	jizieui
烟海	yjhdo
民选	mbxr
齐桓公	qhgo
霎那间	snjea
缺心眼	qxyuo
海绵体	hmto
接受者	jszeu
史蒂文	sdwi
妄想症	wxzo
交通卡	jtko
左拥右抱	zyyb
娇艳欲滴	jyyd
自然主义	zrzyu
蒙蒙细雨	mmxy
国家机构	gjjgi
出埃及记	cvjj
兄弟二人	xdvr
人民战争	rmzz
做功	zogsu
合于	heyu
合作化	hzhu
大气压	dqyeu
譬如说	prsa
修正主义	xzzy
全民所有制	qmszua
相抵	xldie
在办	zdbje
开掘	kdjt
浅黄	qmhl
壁球	biqqa
洪福	hsfuo
电文	dmwf
马扎	mazaa
鸿儒	hsru
裙带	qydd
高才	gccdo
逃票	tcpnu
挖走	wazz
劈柴	picd
通融	tsrs
打坏	dahk
硬挺	yktk
叉腰	cayc
殉国	xygo
古法	gufa
拔毛	bamc
碗口	wjkz
触怒	cunu
那盏	nazj
助燃	zurji
解恨	jphf
名角	mkjt
貂皮	dnpi
戳破	copo
冷菜	lgcd
茅坑	mckg
毒虫	ducs
屈伸	qusf
染缸	rjgh
拌嘴	bjzv
破鞋	poxp
史略	silt
塞子	sdzioa
算卦	srgx
赌客	duke
阳宅	yhzd
夜车	yece
里间	lijmi
进言	jbyje
听任	tkrfi
暗合	vjhei
宫墙	gsql
皇叔	hlsuu
慈父	cifuo
扒拉	balae
政见	zgjmei
先哲	xmzeu
开腔	kdqle
真行	zfxkeu
丰沛	fgpwe
空泛	ksfjo
作料	zolnu
回炉	hvlui
摸去	moque
西岳	xiyte
大尉	dawwe
明里	mkliii
国势	gosiiei
消长	xnzho
鸡叫	jijna
免予	mmyuua
异状	yizla
怕得	pade
逗弄	dzns
客船	kecro
凡心	fjxbu
大站	dazjeoe
皲裂	jylpo
钉鞋	dkxp
竹排	zupdu
暗花	vjhx
旧历	jqlii
重排	zspdu
概貌	gdmce
口快	kzkk
弄鬼	nsgv
画谱	hxpueo
缺页	qtyeu
后学	hzxt
风凉话	flhu
运钞车	ycceue
右下方	yxfe
批评者	ppzeo
工商界	gsjeo
排水沟	psgei
弄不清	nbqee
闹洞房	ndfo
三点钟	sdze
波斯湾	bswo
三缺一	sqye
命根子	mgzue
功夫茶	gfce
回马枪	hmqi
细胞壁	xbba
骨胶原	gjyiu
牛肉汤	nrtu
扑上来	pslei
心眼儿	xyvo
一等一	ydyeue
半月谈	bytou
放射出	fsco
读心术	dxsoo
镜花缘	jhyu
水平面	spmi
文化区	whqou
樟树市	zssee
罗贯中	lgzi
立法机关	lfjg
领导核心	ldhxu
书面报告	smbg
密切注意	mqzy
艰苦卓绝	jkzja
举国上下	jgsx
老当益壮	ldyze
文明礼貌	wmlm
公安干警	gvgj
开源节流	kyjl
依法办事	yfbsu
洁身自好	jszh
四书五经	sswji
顾此失彼	gcsb
老泪纵横	llzhe
居里夫人	jlfr
一跃而起	yyvq
唯利是图	wlst
不成比例	bcbl
能歌善舞	ngsw
不攻自破	bgzp
真假难辨	zjnb
支持不住	zcbz
声情并茂	sqbm
亭台楼阁	ttlg
呆若木鸡	drmj
旁敲侧击	pqcj
登堂入室	dtrs
不苟言笑	bgyx
衣衫褴褛	ysllo
年轻气盛	nqqs
交换条件	jhtj
添油加醋	tyjc
种族主义	zzzy
顺手牵羊	ssqy
说走就走	szjz
东奔西跑	dbxp
衣锦还乡	yjhxou
一腔热血	yqrx
悲天悯人	btmr
摧枯拉朽	cklx
暗无天日	vwtr
大慈大悲	dcdb
治病救人	zbjr
请君入瓮	qjrw
幸免于难	xmyn
醍醐灌顶	thgd
养精蓄锐	yjxr
杂草丛生	zccs
声泪俱下	sljxe
鲜血淋漓	xxllu
凹凸有致	vtyz
弦外之音	xwzy
因势利导	ysldi
展翅高飞	zcgf
冷血动物	lxdwo
雁过留声	ygls
龟壳	gvkeu
骑警	qijka
音高	ybgc
雾凇	wusse
两晋	lljb
火情	hoqk
阴笑	ybxna
乏术	fasuu
九楼	jqlzu
闻见	wfjmo
长吁	chxu
些个	xpgei
银粉	ybff
醉得	zvde
佛殿	fodm
造币	zcbi
进帐	jbzhei
滑入	hxruou
泰罗	tdloe
内燃	nwrj
辅修	fuxqeu
制住	zizuuui
跳脱	tnto
加有	jxyza
劫走	jpzzee
包菜	bccdu
流脑	lqnc
豫州	yuzza
变声	bmsg
可穿	kecre
可鉴	kejme
同号	tshci
言明	yjmko
吾等	wudg
响铃	xllk
唇瓣	cybj
喊停	hjtk
血友	xtyzu
蜉蝣	fuyzi
外框	wdkl
芳踪	fhzse
妄加	whjxo
属国	sugoa
山竹	sjzu
岁寒	svhj
网住	whzui
缴付	jnfua
布衫	busjeo
经卷	jkjr
录歌	luge
笔伐	bifau
竹编	zubmu
秀眉	xqmwua
折现	zexm
砍树	kjsue
挛缩	lrsoo
眼瞳	yjtsi
断想	drxlo
日影	riyk
星马	xkmai
晶格	jkgei
朝云	ccyye
本可	bfkee
物外	wuwdu
欧拉	vzla
热饮	reyb
民防	mbfha
集合体	jhtu
闲不住	xbzoe
闪电侠	sdxo
结构式	jgsaei
自作孽	zznu
王阳明	wymea
老东西	ldxee
大致上	dzsee
正反面	zfmeu
曼德拉	mdliu
明太祖	mtzi
天竺葵	tzke
卜算子	bszi
性别比	xbbo
全都有	qdyu
置身其中	zsqz
自不必说	zbbs
自取其辱	zqqru
虚无飘渺	xwpmi
包吃包住	bcbz
二十四史	vssse
正是如此	zsrc
鱼香肉丝	yxrs
可遇而不可求	kyvq
雄蕊	xsrv
砧木	zfmu
氢弹	qkdju
分力	ffliua
逸出	yicuuai
有机体	yjte
统一体	tyta
等价交换	djjh
歪风	wdfg
晚熟	wjsu
发晕	fayya
浅灰	qmhv
勘验	kjyj
双乳	slru
堆成	dvcg
评上	pksh
难容	njrs
外迁	wdqm
腌菜	yjcdu
评阅	pkyt
贴补	tpbu
搜身	szsfe
脏水	zhsv
脱缰	tojl
差人	cdrfo
争胜	zgsgu
平卧	pkwo
乳罩	ruzc
空行	ksxk
讪笑	sjxno
趔趄	lpqp
晨昏	cfhyi
偏门	pmmf
许配	xupw
索命	somke
护院	huyr
溃散	kvsj
周郎	zzlhu
瘫坐	tjzo
插销	caxn
将官	jlgr
纷杂	ffza
铁饼	tpbk
生吞	sgty
蜕皮	tvpi
发嗲	fadx
藤萝	tgloe
铁球	tpqq
花剑	hxjme
黑痣	hwziio
引动	ybds
软床	rrcl
汤勺	thsc
民女	mbnv
老窝	lcwoeo
败于	bdyui
力主	lizua
看相	kjxlu
长脸	chlmu
酒意	jqyiooe
韧劲	rfjb
选任	xrrfu
留步	lqbuu
书迷	sumiao
引退	ybtva
无方	wufhe
削发	xtfai
二婚	vrhy
表嫂	bnsc
用计	ysjiu
胎位	tdwwu
过短	godre
岔道	cadcu
下首	xxsze
赋闲	fuxmi
成药	cgycee
翻倒	fjdcuu
浊气	zoqio
果腹	gofuiu
土话	tuhxe
撂倒	lndceu
伴唱	bjchu
林涛	lbtce
险滩	xmtja
奸计	jmjia
手鼓	szguu
传信	crxbu
赶早	gjzcei
爱财	vdcdu
变凉	bmlloo
偷取	tzquu
龟甲	gvjxu
战例	zjliiu
童稚	tsziou
遗属	yisuia
答错	dacou
双薪	slxb
单轨	djgvo
点收	dmsz
丑八怪	cbga
喀布尔	kbvi
气昂昂	qvvu
超文本	cwbe
不干扰	bgre
哈密市	hmsio
三级跳	sjte
千里眼	qlyui
受折磨	szmu
文学界	wxjoo
颤巍巍	cwwo
光洁度	gjdio
还受到	hsdeu
三千人	sqreu
老战友	lzyei
强心剂	qxja
深紫色	szsoi
冷冻机	ldjoo
洗脸盆	xlpo
画外音	hwyeu
琉璃厂	llceee
干坏事	ghse
闭门羹	bmgo
咸鸭蛋	xydei
火把节	hbjo
老婆子	lpze
造反派	zfpu
放出去	fcqo
葡萄汁	ptze
警卫员	jwye
恐龙蛋	kldee
系鞋带	jxduei
利尿剂	lnju
仁怀市	rhsuo
丰城市	fcse
凤求凰	fqhu
张献忠	zxzae
有一手	yysee
小把戏	xbxie
保险套	bxtu
可怜虫	klce
再教育	zjyeei
后来人	hlrue
文明人	wmro
百万吨	bwdee
猜出来	cclua
搜集到	sjdeu
的士高	dsgue
波尔卡	bvko
咎由自取	jyzq
科教兴国	kjxg
粮农组织	lnzz
略知一二	lzyv
未尽事宜	wjsy
年久失修	njsxu
评头论足	ptlz
专业对口	zydk
南昌起义	ncqy
花样百出	hybc
游行示威	yxsw
真才实学	zcsx
四大发明	sdfm
口若悬河	krxh
壮烈牺牲	zlxs
千头万绪	qtwx
患难与共	hnyg
神经纤维	sjxw
性别歧视	xbqs
二次大战	vcdz
真心诚意	zxcy
争取时间	zqsj
大快人心	dkrx
春光明媚	cgmme
和颜悦色	hyysuo
民主国家	mzgja
舞台艺术	wtys
出庭作证	ctzz
低级趣味	djqw
天下太平	txtp
官方语言	gfyyo
打草惊蛇	dcjs
蓬头垢面	ptgm
看不过去	kbgq
细枝末节	xzmj
蒙哥马利	mgml
垂涎三尺	cxsc
喧宾夺主	xbdzi
镇定自若	zdzr
一刀两断	ydld
一诺千金	ynqj
前途未卜	qtwb
哭丧着脸	kszl
扫地出门	sdcm
情意绵绵	qymm
塞翁失马	swsm
内燃机车	nrjc
动态平衡	dtph
同床共枕	tcgz
凭空出现	pkcx
年事已高	nsyg
语言障碍	yyzvo
正襟危坐	zjwz
偃旗息鼓	yqxg
英雄豪杰	yxhj
老少皆宜	lsjyei
三维空间	swkj
望穿秋水	wcqs
雄性激素	xxjse
要死要活	ysyhe
老大不小	ldbx
鼓膜	gumoe
黄袍	hlpc
三光	sjglei
馈线	kvxm
饮下	ybxxu
雄黄	xshl
闻知	wfziou
予人	yurfa
二致	vrzieea
交迭	jndp
银条	ybtn
铜制	tsziuu
人龙	rfls
重灾	zszduo
以资	yiziao
都统	dztse
造字	zcziu
倒背	dcbw
退给	tvgwa
滑移	hxyio
这档	zedho
泰铢	tdzue
再植	zdzieei
冲散	cssjo
辛丑	xbczo
划界	hxjpe
力场	licha
北向	bwxl
卓识	zosii
贡院	gsyre
测报	cebc
浓艳	nsyjo
误闯	wucl
合脚	hejn
同机	tsjiie
计有	jiyzo
吐字	tuziio
视距	sijuoi
涂炭	tutjo
补牙	buyao
蜀绣	suxqi
坝子	bazieai
夜奔	yebf
茶场	cach
深居	sfjuo
艳色	yjsee
色友	seyzue
婕妤	jpyuaa
罚了	falei
编钟	bmzsa
编修	bmxq
干冰	gjbke
应否	ykfz
开船	kdcr
空域	ksyuo
稍为	scwwu
战衣	zjyii
离港	lighoo
扶苏	fusue
找碴	zccae
碑亭	bwtk
招术	zcsuee
知法	zifauoo
接骨	jpgue
摆酒	bdjqeo
看扁	kjbm
田头	tmtzi
松解	ssjp
标上	bnsh
牛尾	nqww
煮食	zusie
烧红	schs
黛安娜	dvnu
西南风	xnfe
裤腰带	kydou
行政院	xzyue
睡过头	sgti
气雾剂	qwju
每首歌	msgu
梁山泊	lspo
刘胡兰	lhloe
子弹头	zdtaa
斯拉夫	slfe
余光中	ygzui
暗渡陈仓	vdcci
男才女貌	ncnm
富甲天下	fjtx
君子之交	jzzj
侵略战争	qlzzu
伊利诺伊	ylny
东京大学	djdx
三农问题	snwt
不平等条约	bpdy
宗法	zsfao
请坐	qkzo
谭嗣同	tsto
封建主义	fjzy
语言学家	yyxjo
屏蔽	pkbia
灯芯	dgxb
奇缺	qiqt
做活	zoho
猛药	mgyc
横的	hgdee
装袋	zldd
阐发	cjfa
理出	licue
领走	lkzz
扎下	zaxxe
殿后	dmhz
暗叫	vjjni
火并	hobk
总账	zszho
发落	falo
雪片	xtpm
坑蒙	kgmg
连串	lmcr
撂下	lnxx
压碎	yasvee
淘洗	tcxi
轮班	lybje
设伏	sefu
放哨	fhsc
芳名	fhmk
忠烈	zslp
没笑	mwxno
射死	sesiu
改日	gdri
棉鞋	mmxp
温良	wfllo
记牢	jilc
笔顺	bisy
挨批	vdpi
军帽	jymc
神怪	sfgk
定心	dkxb
装病	zlbk
豆苗	dzmn
协约	xpyt
酒徒	jqtu
函电	hjdm
媚态	mwtda
再嫁	zdjxea
乳名	rumk
惯于	gryuoe
冰窖	bkjn
定当	dkdho
卑职	bwziue
夫家	fujxe
乳母	rumu
阻截	zujpa
酒肆	jqsioe
锡纸	xiziu
祝词	zucioo
久已	jqyiu
形迹	xkjie
刀把	dcbaa
独力	duliua
勇武	yswua
油煎	yzjmoo
瞎眼	xxyji
上溯	shsuio
背向	bwxli
倒叙	dcxuuu
碎步	svbue
书摊	sutja
停板	tkbju
上脸	shlmi
死胎	sitdeu
诗风	sifgo
机变	jibme
选曲	xrquui
经度	jkdua
课税	kesvo
初潮	cucco
罗锅	logo
逐字	zuzieo
蝮蛇	fusei
虎年	hunm
裹挟	gojxoe
前事	qmsioe
粮站	llzjo
投医	tzyie
挂不住	gbze
财务科	cwki
漂白剂	pbjo
帅呆了	sdli
气冲冲	qccu
集成度	jcdu
总务处	zwco
活到老	hdloe
收费员	sfyaa
试验场	syco
几千个	jqgu
迎上去	ysqu
寿山石	sssei
草稿纸	cgzeue
跑不动	pbdi
阔叶林	kylo
卖国贼	mgzei
三角裤	sjkeua
椰子树	yzsea
过敏症	gmzeu
内罗毕	nlbi
六盘山	lpsou
曾祖父	zzfo
跟屁虫	gpci
大官人	dgre
血友病	xybue
仡佬族	ylzu
磁铁矿	ctke
腊八粥	lbzuu
纯利润	clra
叫喊声	jhsii
丢面子	dmzue
出气筒	cqta
江西人	jxroe
杂技团	zjtu
节骨眼	jgye
闹哄哄	nhho
日产量	rcli
欧共体	vgtee
遵化市	zhsou
撑不下去	cbxq
乌兹别克	wzbk
好高骛远	hgwy
誓师大会	ssdh
黑白电视	hbds
成绩斐然	cjfr
名山大川	msdc
权宜之计	qyzj
对外政策	dwzc
茅塞顿开	msdk
公之于众	gzyzu
狼狈为奸	lbwj
耸人听闻	srtw
尊师重教	zszjo
金发碧眼	jfby
软弱无力	rrwl
保持警惕	bcjt
不敢苟同	bggt
置若罔闻	zrwwi
万里无云	wlwy
鱼与熊掌	yyxz
抛头露面	ptlm
寿终正寝	szzq
不辞辛苦	bcxke
束手就擒	ssjq
不让须眉	brxm
苏门答腊	smdl
猛龙过江	mlgj
法学博士	fxbs
登门拜访	dmbf
加快脚步	jkjba
骑虎难下	qhnx
天府之国	tfzg
大队人马	ddrm
黄道吉日	hdjr
捉摸不定	zmbd
